department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
Sales & Marketing,region_26,Master & above,m,sourcing,3,38,3,10,0,0,47,N
Analytics,region_13,Master & above,m,other,1,37,5,8,0,0,84,N
Sales & Marketing,region_28,Master & above,m,other,1,30,3,4,1,0,51,N
Operations,region_22,Bachelors,m,other,1,34,3,10,0,0,55,N
Analytics,region_22,Bachelors,m,other,1,28,5,6,0,0,84,N
Analytics,region_25,Bachelors,m,sourcing,1,28,4,2,0,0,85,N
Operations,region_25,Bachelors,m,sourcing,1,34,5,9,1,0,59,N
Procurement,region_26,Bachelors,m,other,1,31,4,3,1,0,70,N
Sales & Marketing,region_15,Master & above,m,other,1,32,3,6,0,0,45,N
Analytics,region_16,Bachelors,m,sourcing,1,40,4,10,0,0,82,N
Sales & Marketing,region_19,Bachelors,m,other,2,32,5,5,1,1,50,N
HR,region_2,Bachelors,m,referred,1,32,3,3,0,0,51,N
Operations,region_20,Bachelors,f,sourcing,1,36,3,8,0,0,60,N
Sales & Marketing,region_22,Bachelors,m,other,1,32,5,3,1,0,51,N
Operations,region_15,Bachelors,m,sourcing,2,36,1,10,0,0,57,N
Technology,region_30,Bachelors,f,other,1,29,3,4,0,0,78,N
Procurement,region_14,Master & above,f,other,1,40,3,2,0,0,73,N
Operations,region_22,Bachelors,f,referred,1,34,5,3,1,0,62,N
Sales & Marketing,region_19,Bachelors,m,other,1,40,5,9,0,0,55,N
Procurement,region_11,Master & above,f,sourcing,1,38,3,8,1,0,71,Y
Sales & Marketing,region_9,Master & above,m,sourcing,1,29,3,5,1,1,50,Y
Technology,region_15,Bachelors,m,sourcing,1,29,3,2,0,0,81,N
Procurement,region_27,Bachelors,m,sourcing,2,35,3,9,0,0,69,N
Sales & Marketing,region_22,Master & above,m,sourcing,2,33,1,7,0,0,47,N
Sales & Marketing,region_3,Bachelors,m,other,1,31,3,2,0,0,49,N
Analytics,region_22,Bachelors,m,other,3,29,4,2,1,0,83,N
Technology,region_7,Bachelors,m,sourcing,1,34,3,4,0,0,82,N
Procurement,region_2,Bachelors,m,other,3,32,3,6,0,0,71,N
Procurement,region_17,Bachelors,f,sourcing,1,60,5,5,1,0,69,N
Sales & Marketing,region_7,Bachelors,m,sourcing,2,37,2,9,0,0,53,N
Sales & Marketing,region_14,Master & above,m,sourcing,1,39,3,4,0,0,52,N
Operations,region_3,Master & above,f,other,1,36,5,7,1,0,63,Y
Sales & Marketing,region_15,Bachelors,m,other,5,43,4,5,0,0,48,N
Procurement,region_17,Master & above,f,other,1,35,2,9,0,0,67,N
Operations,region_22,Bachelors,m,other,1,32,1,7,0,0,59,N
Analytics,region_2,Bachelors,m,sourcing,1,47,5,18,1,0,84,N
Technology,region_7,Master & above,m,other,1,45,5,8,0,0,77,N
Technology,region_7,Master & above,f,other,1,40,4,5,0,0,79,N
Finance,region_31,Bachelors,m,sourcing,2,31,4,7,0,0,60,N
Finance,region_2,Bachelors,m,sourcing,1,60,1,18,0,0,59,N
Legal,region_2,Below Secondary,m,sourcing,1,28,1,2,1,0,57,N
Finance,region_4,Master & above,m,other,2,36,3,4,1,0,63,N
Sales & Marketing,region_15,Bachelors,m,sourcing,1,33,1,10,0,0,51,N
Operations,region_31,Bachelors,m,sourcing,1,35,5,5,1,0,57,Y
Sales & Marketing,region_2,Bachelors,f,other,1,32,1,6,0,0,52,N
Procurement,region_17,Master & above,m,other,1,32,3,3,0,0,68,N
Sales & Marketing,region_28,Master & above,m,other,3,39,2,2,0,0,49,N
Procurement,region_7,Master & above,f,other,1,38,4,8,0,0,70,N
Analytics,region_2,Bachelors,m,other,1,37,4,7,0,0,82,N
Procurement,region_25,Master & above,m,other,1,34,3,9,0,0,72,N
Analytics,region_29,Bachelors,m,other,1,26,2,1,0,0,84,N
Operations,region_26,Bachelors,m,sourcing,1,45,3,14,0,0,58,N
Operations,region_2,Bachelors,f,other,1,45,3,15,0,0,59,N
Procurement,region_22,Bachelors,m,other,1,48,5,7,1,0,68,N
Operations,region_4,Master & above,m,sourcing,2,44,3,6,0,0,67,Y
Procurement,region_22,Bachelors,m,sourcing,3,26,3,2,0,0,69,N
Procurement,region_8,Master & above,f,sourcing,1,37,5,3,1,0,71,N
Technology,region_31,Master & above,m,other,1,31,3,4,0,0,80,N
Sales & Marketing,region_31,Bachelors,m,sourcing,2,30,4,6,0,0,44,N
Operations,region_4,Master & above,f,sourcing,1,40,2,7,0,0,61,N
Sales & Marketing,region_23,Master & above,m,other,1,45,5,4,0,0,46,N
Sales & Marketing,region_22,Bachelors,m,sourcing,1,28,1,5,0,0,62,Y
Operations,region_15,Bachelors,m,other,1,40,4,9,1,0,59,N
Procurement,region_27,Master & above,m,sourcing,1,36,5,4,1,0,68,N
Sales & Marketing,region_22,Bachelors,f,other,1,31,5,7,0,0,47,N
Operations,region_22,Bachelors,f,other,1,29,4,8,0,0,59,N
Sales & Marketing,region_27,Bachelors,m,other,1,32,3,7,0,0,45,N
Sales & Marketing,region_4,Master & above,f,other,1,41,4,10,1,0,52,N
Sales & Marketing,region_2,Bachelors,m,other,2,50,3,2,1,0,53,Y
Analytics,region_28,Master & above,m,other,2,32,5,2,1,0,86,N
Technology,region_27,Bachelors,m,other,1,25,3,3,1,0,79,Y
Sales & Marketing,region_13,Bachelors,m,other,1,20,5,2,0,0,50,N
Operations,region_2,Master & above,m,sourcing,2,40,3,4,1,0,64,N
Sales & Marketing,region_22,Bachelors,m,other,1,34,4,10,0,0,48,N
Sales & Marketing,region_9,Bachelors,m,sourcing,1,34,3,7,0,0,53,N
Procurement,region_22,Master & above,f,other,1,42,3,4,0,0,73,N
Technology,region_26,Master & above,m,sourcing,1,36,1,6,0,0,83,N
Sales & Marketing,region_27,Bachelors,f,sourcing,1,35,1,7,0,0,50,N
Analytics,region_2,Master & above,m,other,1,48,5,16,1,0,85,N
Operations,region_24,Bachelors,f,sourcing,1,30,5,7,1,0,58,N
Technology,region_5,Bachelors,f,other,1,32,2,7,0,0,81,N
Operations,region_14,Bachelors,f,other,1,32,5,7,0,0,57,N
Procurement,region_5,Master & above,m,sourcing,2,35,3,8,0,0,71,N
Sales & Marketing,region_7,Master & above,f,other,1,35,2,5,1,0,53,Y
Sales & Marketing,region_15,Bachelors,m,other,2,30,3,4,0,0,61,Y
Sales & Marketing,region_27,Bachelors,m,sourcing,1,41,1,7,0,0,53,N
HR,region_15,Bachelors,m,other,1,37,5,4,1,0,48,N
Sales & Marketing,region_25,Master & above,m,sourcing,2,33,3,5,0,0,54,N
Sales & Marketing,region_15,Bachelors,m,sourcing,2,38,3,8,0,0,49,N
Operations,region_22,Bachelors,m,sourcing,1,32,3,8,0,0,57,N
Sales & Marketing,region_25,Bachelors,m,other,1,32,3,4,1,0,47,N
Operations,region_29,Bachelors,f,other,1,35,3,8,1,0,69,N
Sales & Marketing,region_15,Master & above,m,other,3,43,3,13,0,0,53,N
Legal,region_26,Bachelors,m,other,1,32,3,4,0,0,63,N
Analytics,region_29,Bachelors,m,other,1,29,3,8,1,0,84,N
Procurement,region_26,Master & above,m,sourcing,2,36,4,3,0,0,72,N
Operations,region_4,Bachelors,f,other,2,33,5,7,1,0,62,N
Operations,region_7,Bachelors,m,sourcing,1,36,4,9,0,0,61,N
Sales & Marketing,region_15,Master & above,f,sourcing,1,32,3,5,0,0,43,N
R&D,region_22,Bachelors,m,sourcing,1,33,5,3,1,0,87,N
Procurement,region_7,Master & above,m,sourcing,1,36,3,9,1,0,92,Y
Sales & Marketing,region_2,Master & above,f,sourcing,2,35,3,8,0,0,52,N
Finance,region_33,Master & above,m,other,1,30,3,5,0,0,61,N
Operations,region_20,Bachelors,f,other,1,38,5,4,1,0,58,N
Procurement,region_2,Bachelors,m,other,3,40,3,14,0,0,69,N
Technology,region_2,Bachelors,m,other,1,53,4,18,0,0,81,N
Technology,region_15,Bachelors,m,other,4,36,3,5,0,0,78,N
Sales & Marketing,region_2,Master & above,m,other,2,43,1,14,0,0,47,N
Operations,region_15,Master & above,m,other,1,38,3,7,1,0,54,N
Procurement,region_30,Bachelors,f,other,1,38,1,8,0,0,66,N
Procurement,region_24,Master & above,m,other,1,32,3,5,0,0,72,N
Procurement,region_7,Master & above,f,other,1,44,5,6,1,0,69,Y
Sales & Marketing,region_2,Master & above,m,other,1,34,3,5,0,0,50,N
Technology,region_2,Bachelors,f,sourcing,1,35,1,8,0,0,80,N
Operations,region_2,Bachelors,m,sourcing,1,32,5,6,0,0,60,N
Operations,region_15,Bachelors,m,referred,1,35,5,3,1,0,60,N
Sales & Marketing,region_26,Bachelors,m,sourcing,2,29,1,2,0,0,45,N
Finance,region_7,Bachelors,m,other,1,31,5,3,1,0,57,Y
Technology,region_7,Bachelors,m,sourcing,1,36,4,4,1,0,94,Y
Sales & Marketing,region_12,Bachelors,m,sourcing,1,31,3,3,0,0,48,N
Technology,region_27,Bachelors,f,sourcing,2,34,5,5,1,0,83,N
Sales & Marketing,region_4,Bachelors,m,sourcing,2,49,3,16,0,0,52,N
Analytics,region_26,Bachelors,m,sourcing,2,27,2,3,0,0,84,N
Sales & Marketing,region_16,Bachelors,m,other,1,31,2,7,1,0,51,N
Procurement,region_27,Bachelors,f,other,1,31,5,1,1,0,67,N
Procurement,region_2,Master & above,m,other,1,40,2,11,0,0,67,N
Operations,region_7,Master & above,f,other,2,31,3,7,1,0,57,N
Legal,region_15,Master & above,m,other,1,39,3,7,0,0,63,N
Technology,region_2,Bachelors,f,other,1,46,1,3,0,0,79,N
Analytics,region_28,Bachelors,m,sourcing,1,30,5,6,1,0,84,N
Technology,region_5,Master & above,f,sourcing,1,38,4,2,1,0,79,N
Operations,region_14,Bachelors,f,other,1,32,1,7,1,0,58,N
Procurement,region_13,Bachelors,m,other,1,32,4,5,1,1,69,N
Operations,region_22,Bachelors,f,sourcing,1,30,5,2,1,0,58,N
Operations,region_2,Bachelors,m,other,1,32,5,4,1,0,59,Y
Operations,region_32,Bachelors,m,sourcing,2,28,3,3,1,0,62,N
Procurement,region_16,Bachelors,m,sourcing,1,36,3,10,0,0,69,N
Technology,region_12,Bachelors,f,other,2,34,1,3,0,0,78,N
Technology,region_7,Bachelors,m,other,1,40,3,13,0,0,80,N
Operations,region_2,Bachelors,m,other,1,57,1,7,0,0,60,N
Technology,region_7,Bachelors,m,other,1,40,3,7,0,0,79,N
Sales & Marketing,region_34,Bachelors,m,other,2,31,3,6,1,0,54,N
Technology,region_2,Bachelors,m,other,1,50,3,8,1,0,82,N
Sales & Marketing,region_26,Bachelors,m,sourcing,1,34,5,7,1,0,46,N
HR,region_20,Bachelors,m,sourcing,1,31,1,2,0,0,47,N
Sales & Marketing,region_22,Master & above,m,other,1,40,3,6,1,0,48,N
Procurement,region_2,Bachelors,m,other,1,58,3,13,0,0,70,N
Technology,region_13,Master & above,m,sourcing,1,46,4,13,0,0,73,N
Operations,region_31,Bachelors,m,sourcing,1,41,4,7,1,0,56,N
Operations,region_13,Master & above,m,sourcing,1,31,2,6,0,0,58,N
Technology,region_17,Bachelors,m,other,1,34,4,8,0,0,80,N
Sales & Marketing,region_7,Master & above,f,sourcing,1,39,3,15,0,0,45,N
Technology,region_5,Bachelors,m,sourcing,1,35,3,9,0,0,77,N
Operations,region_2,Master & above,f,other,2,41,4,4,0,0,54,N
Technology,region_17,Bachelors,m,other,1,26,3,2,0,0,83,N
Procurement,region_22,Bachelors,f,sourcing,1,32,5,5,1,0,69,Y
Operations,region_7,Bachelors,m,other,1,34,3,6,0,0,58,N
Technology,region_7,Master & above,m,sourcing,1,34,2,2,0,0,77,N
Operations,region_31,Bachelors,f,sourcing,1,31,5,3,1,1,62,N
Sales & Marketing,region_27,Bachelors,m,other,2,30,1,6,0,0,51,N
R&D,region_4,Master & above,m,other,1,37,1,2,0,0,85,N
Procurement,region_13,Master & above,f,sourcing,3,33,3,6,0,0,72,N
Technology,region_11,Master & above,m,other,1,41,4,5,1,0,76,Y
Technology,region_15,Bachelors,m,other,2,31,3,2,0,0,81,N
Sales & Marketing,region_2,Bachelors,m,sourcing,2,55,2,16,0,0,49,N
Operations,region_22,Bachelors,f,sourcing,1,28,4,5,0,0,57,N
Technology,region_11,Bachelors,m,other,2,29,3,3,0,0,85,N
R&D,region_7,Master & above,m,sourcing,1,37,4,10,0,0,82,N
Technology,region_16,Bachelors,f,other,1,42,3,12,0,0,77,N
Operations,region_22,Bachelors,m,other,1,48,5,13,0,0,75,Y
Analytics,region_2,Bachelors,m,sourcing,1,34,4,3,0,0,82,N
Operations,region_11,Bachelors,m,other,1,35,4,7,1,0,62,N
Finance,region_31,Bachelors,f,other,1,26,5,4,1,0,62,N
Operations,region_22,Master & above,m,sourcing,1,37,3,3,1,0,97,Y
Sales & Marketing,region_23,Bachelors,m,sourcing,1,35,3,2,0,0,48,N
Sales & Marketing,region_8,Bachelors,m,sourcing,1,29,3,1,0,0,54,N
Sales & Marketing,region_34,Bachelors,m,sourcing,3,29,1,2,1,0,50,N
Sales & Marketing,region_2,Bachelors,m,other,1,28,5,3,0,0,51,N
Sales & Marketing,region_30,Bachelors,m,sourcing,2,34,1,7,0,0,49,N
Sales & Marketing,region_8,Bachelors,m,sourcing,1,25,3,4,0,0,50,N
Procurement,region_26,Bachelors,m,other,2,30,2,7,0,0,72,N
Sales & Marketing,region_28,Master & above,m,sourcing,1,41,2,12,0,0,48,N
Procurement,region_4,Master & above,f,other,1,36,4,3,1,0,74,N
Analytics,region_4,Master & above,m,other,1,36,5,10,0,0,89,Y
Operations,region_22,Bachelors,m,referred,1,29,4,5,0,0,64,N
Procurement,region_2,Bachelors,f,other,1,39,5,5,1,0,73,N
Operations,region_8,Bachelors,f,sourcing,1,26,5,2,1,0,63,N
Finance,region_7,Bachelors,m,other,2,30,3,4,1,1,89,Y
Finance,region_2,Bachelors,m,other,2,36,3,7,1,0,61,N
Technology,region_2,Bachelors,m,sourcing,1,32,5,9,1,0,78,N
Procurement,region_2,Bachelors,m,sourcing,1,41,2,9,0,0,69,N
Sales & Marketing,region_7,Bachelors,m,other,1,40,2,3,0,0,56,N
Operations,region_22,Bachelors,f,other,1,28,1,5,0,0,57,N
Procurement,region_4,Master & above,m,other,1,33,1,5,0,0,68,N
Operations,region_10,Bachelors,m,other,1,28,4,1,0,0,62,N
Operations,region_22,Bachelors,m,sourcing,1,46,3,2,0,0,62,N
Analytics,region_22,Bachelors,m,other,2,26,5,4,0,0,85,Y
Operations,region_19,Bachelors,m,other,1,33,3,3,0,0,66,N
Analytics,region_31,Bachelors,m,other,1,34,3,7,0,0,80,N
Procurement,region_2,Bachelors,m,other,1,32,2,3,0,0,67,N
Sales & Marketing,region_25,Bachelors,m,other,1,34,3,2,0,0,50,N
Sales & Marketing,region_2,Bachelors,m,other,3,41,2,4,1,0,47,N
Sales & Marketing,region_2,Bachelors,m,other,2,32,3,6,1,0,51,N
Sales & Marketing,region_13,Bachelors,f,sourcing,1,49,3,14,0,0,49,N
Procurement,region_8,Master & above,f,other,1,44,5,3,0,0,67,N
Technology,region_13,Bachelors,f,sourcing,1,43,1,13,0,0,79,N
Sales & Marketing,region_23,Master & above,m,other,1,33,5,6,0,0,46,N
Sales & Marketing,region_2,Master & above,f,sourcing,1,58,3,5,1,0,51,N
Technology,region_17,Master & above,m,other,1,44,5,3,1,0,74,N
Operations,region_13,Master & above,m,other,1,39,5,4,1,0,55,N
Technology,region_31,Master & above,m,sourcing,1,36,4,7,1,1,96,Y
Sales & Marketing,region_29,Bachelors,m,sourcing,2,29,1,2,0,0,51,N
Technology,region_2,Master & above,m,other,2,38,4,8,0,0,79,N
Sales & Marketing,region_15,Master & above,m,other,1,42,1,7,0,0,52,N
Analytics,region_22,Bachelors,m,other,1,40,3,7,0,0,87,N
Technology,region_12,Bachelors,m,sourcing,1,33,1,7,1,0,77,N
Analytics,region_22,Bachelors,m,other,3,29,1,3,0,0,93,N
Sales & Marketing,region_27,Bachelors,m,sourcing,1,45,1,19,0,0,52,N
Operations,region_13,Bachelors,f,sourcing,1,33,5,5,1,0,58,N
Sales & Marketing,region_3,Bachelors,m,sourcing,1,28,3,2,1,0,51,N
Operations,region_2,Bachelors,f,other,1,48,5,22,0,0,55,N
Analytics,region_15,Bachelors,m,other,1,32,2,5,0,0,85,N
Procurement,region_2,Master & above,f,other,1,38,4,9,0,0,71,N
Sales & Marketing,region_15,Master & above,m,sourcing,1,32,3,5,0,0,42,N
Sales & Marketing,region_15,Bachelors,m,other,1,40,3,8,0,0,50,N
Technology,region_33,Bachelors,m,sourcing,1,27,3,3,1,0,81,N
Operations,region_2,Master & above,m,sourcing,1,44,5,17,0,0,60,N
Procurement,region_19,Bachelors,m,sourcing,1,33,2,4,0,0,69,N
HR,region_2,Bachelors,f,other,1,32,4,4,0,0,49,N
Procurement,region_2,Below Secondary,f,other,1,25,2,2,0,0,68,N
Procurement,region_16,Bachelors,m,sourcing,1,29,5,6,1,0,67,N
Procurement,region_13,Master & above,f,other,4,35,3,9,1,0,72,N
Sales & Marketing,region_22,Bachelors,m,other,1,35,1,7,0,0,52,N
Procurement,region_7,Bachelors,f,sourcing,1,31,4,6,1,0,65,Y
HR,region_2,Master & above,f,other,1,43,4,13,0,0,52,N
HR,region_6,Bachelors,f,other,1,33,3,4,0,0,53,N
Sales & Marketing,region_2,Bachelors,m,sourcing,2,39,1,7,0,0,45,N
Procurement,region_13,Master & above,m,sourcing,1,40,5,3,1,0,74,N
Technology,region_2,Master & above,m,sourcing,1,56,1,24,0,0,77,N
Finance,region_31,Bachelors,m,sourcing,3,26,5,4,1,0,54,N
Procurement,region_2,Bachelors,f,sourcing,1,38,5,9,1,0,65,N
Procurement,region_2,Master & above,f,referred,1,39,5,3,0,0,83,Y
Sales & Marketing,region_16,Bachelors,m,other,1,32,3,5,1,0,50,N
Sales & Marketing,region_2,Bachelors,m,other,1,37,5,3,0,0,53,N
Procurement,region_17,Bachelors,m,other,2,32,5,7,1,0,69,N
Operations,region_2,Master & above,f,other,1,58,3,5,0,0,64,N
Technology,region_11,Bachelors,m,sourcing,1,29,1,3,0,0,79,N
Analytics,region_23,Bachelors,m,other,1,39,3,11,1,0,87,N
Sales & Marketing,region_15,Master & above,m,sourcing,1,31,2,5,0,0,51,N
Analytics,region_22,Bachelors,f,sourcing,1,29,3,6,1,0,85,Y
Operations,region_2,Bachelors,m,sourcing,1,41,3,10,0,0,57,N
Operations,region_19,Bachelors,m,sourcing,1,32,5,4,1,0,59,N
Technology,region_24,Bachelors,m,other,2,29,3,3,1,0,78,N
Sales & Marketing,region_1,Master & above,f,other,1,31,3,2,1,0,48,N
Technology,region_26,Below Secondary,m,other,1,24,2,4,0,0,77,N
Operations,region_7,Bachelors,f,other,2,31,5,2,1,0,59,N
Operations,region_22,Master & above,m,other,1,47,5,4,1,0,60,N
Technology,region_22,Master & above,m,other,1,36,3,8,0,0,80,N
Procurement,region_24,Bachelors,f,other,1,25,3,2,1,0,75,N
Procurement,region_15,Master & above,m,other,1,37,4,5,1,0,65,N
Technology,region_7,Bachelors,m,sourcing,1,42,2,15,0,0,82,N
HR,region_26,Bachelors,m,sourcing,1,27,4,3,1,0,55,N
Analytics,region_22,Bachelors,m,other,1,27,5,3,0,0,83,Y
Sales & Marketing,region_4,Master & above,f,other,1,42,5,6,1,0,50,N
Sales & Marketing,region_2,Master & above,m,sourcing,2,49,2,8,0,0,53,N
Finance,region_22,Master & above,m,sourcing,1,31,2,4,0,0,61,N
Analytics,region_9,Bachelors,m,sourcing,2,26,3,1,0,0,82,N
Analytics,region_26,Bachelors,m,other,1,37,5,8,0,0,88,N
Analytics,region_15,Bachelors,m,sourcing,1,27,3,3,0,0,85,N
Analytics,region_11,Master & above,m,other,1,36,3,8,0,0,84,N
Procurement,region_2,Master & above,m,sourcing,1,46,5,17,1,0,69,N
Technology,region_2,Master & above,m,other,1,58,4,14,1,0,80,N
Operations,region_2,Bachelors,m,sourcing,1,30,4,6,1,0,57,N
Operations,region_7,Master & above,m,sourcing,1,35,3,4,0,0,54,N
Sales & Marketing,region_2,Bachelors,f,sourcing,1,35,4,4,0,0,54,N
Operations,region_11,Master & above,m,other,2,38,5,11,1,0,60,N
Sales & Marketing,region_22,Bachelors,m,other,1,30,5,6,1,0,49,N
Operations,region_7,Bachelors,m,sourcing,1,46,3,4,1,0,59,N
Technology,region_7,Bachelors,m,sourcing,1,34,5,10,1,0,82,Y
Sales & Marketing,region_20,Bachelors,m,other,1,29,2,3,0,0,48,N
Technology,region_14,Master & above,m,sourcing,1,39,5,12,1,0,80,Y
Technology,region_7,Bachelors,m,referred,1,29,3,5,1,0,79,Y
Sales & Marketing,region_32,Bachelors,m,sourcing,1,27,2,2,0,0,49,N
Operations,region_4,Master & above,m,sourcing,1,42,4,5,1,0,56,N
Sales & Marketing,region_2,Bachelors,m,sourcing,3,41,3,6,0,0,45,N
Procurement,region_2,Master & above,m,sourcing,1,55,3,12,1,0,71,N
Sales & Marketing,region_28,Master & above,m,other,1,35,3,8,0,0,51,N
Sales & Marketing,region_2,Bachelors,m,sourcing,1,57,5,10,0,0,52,N
Procurement,region_7,Master & above,m,sourcing,1,42,5,7,1,0,66,N
Procurement,region_2,Bachelors,m,sourcing,2,36,4,9,1,0,71,N
Technology,region_33,Bachelors,f,other,1,32,3,5,0,0,80,N
Sales & Marketing,region_22,Bachelors,f,other,1,31,4,2,0,0,52,N
Sales & Marketing,region_2,Bachelors,m,sourcing,1,39,3,8,1,0,50,Y
Finance,region_31,Bachelors,m,other,3,31,3,7,1,0,57,N
Operations,region_2,Bachelors,f,sourcing,1,52,3,22,0,0,61,N
Sales & Marketing,region_2,Bachelors,m,sourcing,2,28,3,6,0,0,50,N
Technology,region_6,Bachelors,m,sourcing,2,26,4,3,1,0,76,N
Sales & Marketing,region_2,Bachelors,m,sourcing,1,60,1,11,0,0,48,N
Operations,region_23,Bachelors,m,other,1,29,1,4,1,0,63,N
Operations,region_22,Bachelors,m,other,1,26,3,2,1,0,60,N
Operations,region_22,Bachelors,m,other,1,52,5,21,1,0,54,N
Technology,region_26,Bachelors,f,other,1,40,4,12,1,0,79,N
Procurement,region_2,Master & above,m,sourcing,1,52,3,15,0,0,65,N
Procurement,region_2,Bachelors,m,other,1,39,1,10,0,0,69,N
Sales & Marketing,region_17,Bachelors,m,sourcing,1,37,1,7,0,0,53,N
Sales & Marketing,region_13,Bachelors,f,sourcing,1,27,1,4,0,0,48,N
Analytics,region_30,Bachelors,m,sourcing,2,30,4,6,1,0,85,N
Operations,region_14,Bachelors,m,sourcing,1,34,4,6,0,1,69,Y
Technology,region_7,Bachelors,m,sourcing,1,47,3,13,0,0,77,N
Sales & Marketing,region_2,Master & above,m,other,1,35,4,9,1,0,48,N
Sales & Marketing,region_4,Bachelors,f,other,1,28,3,3,0,0,47,N
Procurement,region_2,Master & above,f,sourcing,1,57,5,19,0,0,71,N
Operations,region_13,Master & above,f,other,1,34,5,3,0,0,58,N
Technology,region_2,Bachelors,m,other,1,29,5,4,0,0,78,N
Legal,region_2,Bachelors,m,sourcing,1,38,5,7,0,0,59,N
Technology,region_7,Bachelors,m,referred,2,27,4,2,0,0,82,N
Technology,region_22,Master & above,m,sourcing,2,35,4,3,0,0,82,N
Technology,region_7,Bachelors,f,sourcing,2,29,1,4,0,0,73,N
Technology,region_22,Bachelors,m,other,1,40,5,5,0,0,82,N
Sales & Marketing,region_31,Bachelors,m,sourcing,1,28,5,4,0,0,51,N
Procurement,region_7,Master & above,f,other,1,44,2,10,0,0,67,N
Technology,region_25,Bachelors,m,sourcing,2,31,4,4,0,0,81,N
Finance,region_32,Bachelors,m,other,1,31,1,2,0,0,56,N
Technology,region_22,Bachelors,f,other,1,33,5,2,1,0,78,N
Sales & Marketing,region_28,Master & above,m,sourcing,2,33,3,5,0,0,49,N
Sales & Marketing,region_28,Master & above,m,sourcing,1,40,4,9,0,0,49,N
Technology,region_2,Bachelors,m,sourcing,1,47,1,6,0,0,80,N
Procurement,region_2,Master & above,m,sourcing,2,36,3,5,0,0,65,N
Technology,region_2,Master & above,m,sourcing,1,52,3,21,1,0,82,Y
Legal,region_22,Bachelors,m,sourcing,2,29,1,3,0,0,60,N
HR,region_2,Bachelors,f,other,1,46,5,14,1,0,51,Y
Sales & Marketing,region_20,Master & above,m,sourcing,1,35,3,7,1,0,48,N
Analytics,region_11,Bachelors,m,sourcing,1,37,3,9,0,0,88,N
Finance,region_31,Bachelors,m,other,1,30,1,3,0,0,61,N
HR,region_2,Bachelors,f,sourcing,1,57,3,31,0,0,47,N
HR,region_14,Bachelors,m,sourcing,1,34,5,3,0,0,52,N
Operations,region_14,Bachelors,f,sourcing,1,34,3,8,1,0,57,N
Analytics,region_19,Bachelors,m,other,1,28,5,4,0,0,84,N
HR,region_2,Master & above,m,sourcing,1,35,4,3,0,0,46,N
Technology,region_4,Bachelors,m,other,2,32,4,2,1,0,80,N
Technology,region_24,Bachelors,m,sourcing,1,27,1,5,0,0,79,N
Operations,region_15,Master & above,f,other,1,33,5,4,1,0,59,N
Technology,region_22,Master & above,f,other,1,40,3,6,0,0,85,N
HR,region_15,Bachelors,f,other,1,28,5,4,1,0,46,N
Procurement,region_15,Bachelors,m,sourcing,1,29,3,4,0,0,71,N
Sales & Marketing,region_27,Bachelors,m,other,1,41,3,9,0,0,49,N
Sales & Marketing,region_26,Bachelors,m,other,2,34,3,2,0,0,49,N
Operations,region_3,Bachelors,m,other,1,30,2,2,1,0,56,N
Sales & Marketing,region_17,Bachelors,m,other,2,36,3,3,0,0,49,N
Sales & Marketing,region_13,Bachelors,m,other,1,30,1,3,0,0,49,N
Technology,region_16,Bachelors,m,sourcing,2,33,3,8,0,0,85,N
Sales & Marketing,region_7,Bachelors,f,sourcing,1,31,2,5,0,0,45,N
HR,region_2,Bachelors,m,sourcing,1,39,4,3,0,0,52,N
Technology,region_16,Bachelors,f,other,1,34,4,7,0,0,85,N
Sales & Marketing,region_22,Master & above,f,sourcing,1,42,4,8,0,0,53,N
Operations,region_16,Bachelors,f,sourcing,1,39,4,12,0,0,59,N
Sales & Marketing,region_34,Master & above,m,other,2,34,1,10,0,0,49,N
